regime,interface,method,visible_attrs,task_attrs,injected_hidden_attrs,latent_states,state_method_decisions,target_attrs,effective_attrs,target_classes,effective_classes,label_accuracy_est,action_success,conditional_action_success,coverage,abstain_rate,probe_cost,utility,observability_violation_attrs,sufficiency_gap_attrs,note
baseline_visible,suction,global_id,"size,shape,porosity,mass,texture,liquid,material","shape,porosity,mass,liquid",,373248,373248,"size,shape,stiffness,porosity,friction,mass,fragility,thermal,texture,liquid,material","size,shape,porosity,mass,texture,liquid,material",373248,4608,0.006886995076993581,1.0,1.0,1.0,0.0,0.0,1.0,"stiffness,friction,fragility,thermal",,
baseline_visible,suction,common_label,"size,shape,porosity,mass,texture,liquid,material","shape,porosity,mass,liquid",,373248,373248,"size,shape","size,shape",16,16,0.8464,0.041666666666666664,0.041666666666666664,1.0,0.0,0.0,0.041666666666666664,,"porosity,mass,liquid",
baseline_visible,suction,oracle_icip,"size,shape,porosity,mass,texture,liquid,material","shape,porosity,mass,liquid",,373248,373248,"shape,porosity,mass,liquid","shape,porosity,mass,liquid",96,96,0.7163929600000001,1.0,1.0,1.0,0.0,0.0,1.0,,,
baseline_visible,suction,learned_icip,"size,shape,porosity,mass,texture,liquid,material","shape,porosity,mass,liquid",,373248,373248,"shape,porosity,mass,liquid","shape,porosity,mass,liquid",96,96,0.7163929600000001,1.0,1.0,1.0,0.0,0.0,1.0,,,
baseline_visible,suction,universal_refinement,"size,shape,porosity,mass,texture,liquid,material","shape,porosity,mass,liquid",,373248,373248,"fragility,friction,liquid,mass,material,porosity,shape,size,stiffness,thermal","liquid,mass,material,porosity,shape,size",124416,1536,0.007485864214123457,1.0,1.0,1.0,0.0,0.0,1.0,"fragility,friction,stiffness,thermal",,
baseline_visible,suction,universal_coarsening,"size,shape,porosity,mass,texture,liquid,material","shape,porosity,mass,liquid",,373248,373248,"size,shape","size,shape",16,16,0.8464,0.041666666666666664,0.041666666666666664,1.0,0.0,0.0,0.041666666666666664,,"porosity,mass,liquid",
baseline_visible,suction,multimodal_fusion,"size,shape,porosity,mass,texture,liquid,material","shape,porosity,mass,liquid",,373248,373248,"size,shape,stiffness,porosity,friction,mass,fragility,thermal,texture,liquid,material","size,shape,stiffness,porosity,friction,mass,fragility,thermal,texture,liquid,material",373248,373248,0.3996373778857418,1.0,1.0,1.0,0.0,0.18,0.8200000000000001,,,
baseline_visible,suction,interface_router,"size,shape,porosity,mass,texture,liquid,material","shape,porosity,mass,liquid",,373248,373248,"shape,porosity,mass,liquid","shape,porosity,mass,liquid",96,96,0.7163929600000001,1.0,1.0,1.0,0.0,0.0,1.0,,,current interface covers task
baseline_visible,suction,active_icip,"size,shape,porosity,mass,texture,liquid,material","shape,porosity,mass,liquid",,373248,373248,"shape,porosity,mass,liquid","shape,porosity,mass,liquid",96,96,0.7163929600000001,1.0,1.0,1.0,0.0,0.0,1.0,,,probe not worth its cost or no hidden task gap
baseline_visible,suction,abstaining_icip,"size,shape,porosity,mass,texture,liquid,material","shape,porosity,mass,liquid",,373248,373248,"shape,porosity,mass,liquid","shape,porosity,mass,liquid",96,96,0.7163929600000001,1.0,1.0,1.0,0.0,0.0,1.0,,,
baseline_visible,enveloping,global_id,"size,shape,stiffness,mass,fragility,texture","size,stiffness,fragility",,373248,373248,"size,shape,stiffness,porosity,friction,mass,fragility,thermal,texture,liquid,material","size,shape,stiffness,mass,fragility,texture",373248,1728,0.0028071990802962963,1.0,1.0,1.0,0.0,0.0,1.0,"porosity,friction,thermal,liquid,material",,
baseline_visible,enveloping,common_label,"size,shape,stiffness,mass,fragility,texture","size,stiffness,fragility",,373248,373248,"size,shape","size,shape",16,16,0.8464,0.1111111111111111,0.1111111111111111,1.0,0.0,0.0,0.1111111111111111,,"stiffness,fragility",
baseline_visible,enveloping,oracle_icip,"size,shape,stiffness,mass,fragility,texture","size,stiffness,fragility",,373248,373248,"size,stiffness,fragility","size,stiffness,fragility",36,36,0.778688,1.0,1.0,1.0,0.0,0.0,1.0,,,
baseline_visible,enveloping,learned_icip,"size,shape,stiffness,mass,fragility,texture","size,stiffness,fragility",,373248,373248,"size,stiffness,fragility","size,stiffness,fragility",36,36,0.778688,1.0,1.0,1.0,0.0,0.0,1.0,,,
baseline_visible,enveloping,universal_refinement,"size,shape,stiffness,mass,fragility,texture","size,stiffness,fragility",,373248,373248,"fragility,friction,liquid,mass,material,porosity,shape,size,stiffness,thermal","fragility,mass,shape,size,stiffness",124416,576,0.0030513033481481483,1.0,1.0,1.0,0.0,0.0,1.0,"friction,liquid,material,porosity,thermal",,
baseline_visible,enveloping,universal_coarsening,"size,shape,stiffness,mass,fragility,texture","size,stiffness,fragility",,373248,373248,"size,shape","size,shape",16,16,0.8464,0.1111111111111111,0.1111111111111111,1.0,0.0,0.0,0.1111111111111111,,"stiffness,fragility",
baseline_visible,enveloping,multimodal_fusion,"size,shape,stiffness,mass,fragility,texture","size,stiffness,fragility",,373248,373248,"size,shape,stiffness,porosity,friction,mass,fragility,thermal,texture,liquid,material","size,shape,stiffness,porosity,friction,mass,fragility,thermal,texture,liquid,material",373248,373248,0.3996373778857418,1.0,1.0,1.0,0.0,0.18,0.8200000000000001,,,
baseline_visible,enveloping,interface_router,"size,shape,stiffness,mass,fragility,texture","size,stiffness,fragility",,373248,373248,"size,stiffness,fragility","size,stiffness,fragility",36,36,0.778688,1.0,1.0,1.0,0.0,0.0,1.0,,,current interface covers task
baseline_visible,enveloping,active_icip,"size,shape,stiffness,mass,fragility,texture","size,stiffness,fragility",,373248,373248,"size,stiffness,fragility","size,stiffness,fragility",36,36,0.778688,1.0,1.0,1.0,0.0,0.0,1.0,,,probe not worth its cost or no hidden task gap
baseline_visible,enveloping,abstaining_icip,"size,shape,stiffness,mass,fragility,texture","size,stiffness,fragility",,373248,373248,"size,stiffness,fragility","size,stiffness,fragility",36,36,0.778688,1.0,1.0,1.0,0.0,0.0,1.0,,,
baseline_visible,spatula,global_id,"size,shape,mass,friction,fragility,liquid","mass,friction,fragility,liquid",,373248,373248,"size,shape,stiffness,porosity,friction,mass,fragility,thermal,texture,liquid,material","size,shape,friction,mass,fragility,liquid",373248,1152,0.0018714660535308642,1.0,1.0,1.0,0.0,0.0,1.0,"stiffness,porosity,thermal,texture,material",,
baseline_visible,spatula,common_label,"size,shape,mass,friction,fragility,liquid","mass,friction,fragility,liquid",,373248,373248,"size,shape","size,shape",16,16,0.8464,0.013888888888888888,0.013888888888888888,1.0,0.0,0.0,0.013888888888888888,,"mass,friction,fragility,liquid",
baseline_visible,spatula,oracle_icip,"size,shape,mass,friction,fragility,liquid","mass,friction,fragility,liquid",,373248,373248,"mass,friction,fragility,liquid","mass,friction,fragility,liquid",72,72,0.7163929600000001,1.0,1.0,1.0,0.0,0.0,1.0,,,
baseline_visible,spatula,learned_icip,"size,shape,mass,friction,fragility,liquid","mass,friction,fragility,liquid",,373248,373248,"mass,friction,fragility,liquid","mass,friction,fragility,liquid",72,72,0.7163929600000001,1.0,1.0,1.0,0.0,0.0,1.0,,,
baseline_visible,spatula,universal_refinement,"size,shape,mass,friction,fragility,liquid","mass,friction,fragility,liquid",,373248,373248,"fragility,friction,liquid,mass,material,porosity,shape,size,stiffness,thermal","fragility,friction,liquid,mass,shape,size",124416,1152,0.005614398160592593,1.0,1.0,1.0,0.0,0.0,1.0,"material,porosity,stiffness,thermal",,
baseline_visible,spatula,universal_coarsening,"size,shape,mass,friction,fragility,liquid","mass,friction,fragility,liquid",,373248,373248,"size,shape","size,shape",16,16,0.8464,0.013888888888888888,0.013888888888888888,1.0,0.0,0.0,0.013888888888888888,,"mass,friction,fragility,liquid",
