regime,interface,noise,train_probes,pair_trials,pair_accuracy,false_split_rate,false_merge_rate,estimated_action_success,action_trials
baseline_visible,enveloping,0.16,1,1296,0.9657416676097148,0.6166499830251333,0.017618570943575235,0.6057341435185185,373248
baseline_visible,enveloping,0.16,2,1296,0.9918098075030303,0.147423464945455,0.004212098998441571,0.9229031753472222,373248
baseline_visible,enveloping,0.16,4,1296,0.9947750775845101,0.09404860347881938,0.0026871029565376874,0.9516310781250001,373248
baseline_visible,enveloping,0.16,8,1296,0.9998150846837022,0.0033284756933595894,9.50993055245478e-05,0.9983340277777777,373248
baseline_visible,enveloping,0.16,16,1296,1.0,0.0,0.0,1.0,373248
baseline_visible,enveloping,0.16,32,1296,1.0,0.0,0.0,1.0,373248
baseline_visible,enveloping,0.16,64,1296,1.0,0.0,0.0,1.0,373248
baseline_visible,spatula,0.02,1,5184,0.9958346843098849,0.1499513648441475,0.002111991054142917,0.9215665403819445,373248
baseline_visible,spatula,0.02,2,5184,0.9999075423418512,0.0033284756933595894,4.687993934308694e-05,0.9983340277777777,373248
baseline_visible,spatula,0.02,4,5184,1.0,0.0,0.0,1.0,373248
baseline_visible,spatula,0.02,8,5184,1.0,0.0,0.0,1.0,373248
baseline_visible,spatula,0.02,16,5184,1.0,0.0,0.0,1.0,373248
baseline_visible,spatula,0.02,32,5184,1.0,0.0,0.0,1.0,373248
baseline_visible,spatula,0.02,64,5184,1.0,0.0,0.0,1.0,373248
baseline_visible,spatula,0.08,1,5184,0.9864292424981789,0.4885472700655602,0.0068809474657121105,0.7079079112654321,373248
baseline_visible,spatula,0.08,2,5184,0.9988211648879457,0.04243806403395545,0.0005977192117458507,0.9785022090277778,373248
baseline_visible,spatula,0.08,4,5184,0.9995862213749418,0.014896030502096314,0.00020980324650839703,0.9925201163281251,373248
baseline_visible,spatula,0.08,8,5184,1.0,0.0,0.0,1.0,373248
baseline_visible,spatula,0.08,16,5184,1.0,0.0,0.0,1.0,373248
baseline_visible,spatula,0.08,32,5184,1.0,0.0,0.0,1.0,373248
baseline_visible,spatula,0.08,64,5184,1.0,0.0,0.0,1.0,373248
baseline_visible,spatula,0.16,1,5184,0.9800448253984708,0.7183862856550507,0.010118116699366912,0.5103310159143518,373248
baseline_visible,spatula,0.16,2,5184,0.9944155591168418,0.20103987179369764,0.0028315474900520794,0.8929088221484375,373248
baseline_visible,spatula,0.16,4,5184,0.9967254113518347,0.11788519133395425,0.0016603548075204764,0.9389426637500001,373248
baseline_visible,spatula,0.16,8,5184,0.9997235887703897,0.009950804265974833,0.00014015217276020149,0.9950062476851851,373248
baseline_visible,spatula,0.16,16,5184,1.0,0.0,0.0,1.0,373248
baseline_visible,spatula,0.16,32,5184,1.0,0.0,0.0,1.0,373248
baseline_visible,spatula,0.16,64,5184,1.0,0.0,0.0,1.0,373248
baseline_visible,magnetic,0.02,1,2304,0.9947658692008248,0.1256191391802054,0.002672747642132025,0.9348036145833334,373248
baseline_visible,magnetic,0.02,2,2304,0.9999305989583334,0.001665625000000115,3.5438829787234125e-05,0.9991666666666666,373248
baseline_visible,magnetic,0.02,4,2304,1.0,0.0,0.0,1.0,373248
baseline_visible,magnetic,0.02,8,2304,1.0,0.0,0.0,1.0,373248
baseline_visible,magnetic,0.02,16,2304,1.0,0.0,0.0,1.0,373248
baseline_visible,magnetic,0.02,32,2304,1.0,0.0,0.0,1.0,373248
baseline_visible,magnetic,0.02,64,2304,1.0,0.0,0.0,1.0,373248
baseline_visible,magnetic,0.08,1,2304,0.9836400373061461,0.3926391046524922,0.008354023503244507,0.7758564814814815,373248
baseline_visible,magnetic,0.08,2,2304,0.9990379225318933,0.02308985923455964,0.0004912736007353103,0.9883777222222223,373248
baseline_visible,magnetic,0.08,4,2304,0.9995164325296549,0.011605619288280078,0.00024692806996340594,0.9941777708333334,373248
baseline_visible,magnetic,0.08,8,2304,1.0,0.0,0.0,1.0,373248
baseline_visible,magnetic,0.08,16,2304,1.0,0.0,0.0,1.0,373248
baseline_visible,magnetic,0.08,32,2304,1.0,0.0,0.0,1.0,373248
baseline_visible,magnetic,0.08,64,2304,1.0,0.0,0.0,1.0,373248
baseline_visible,magnetic,0.16,1,2304,0.9742483554667314,0.6180394687984452,0.013149775931881814,0.606330925925926,373248
baseline_visible,magnetic,0.16,2,2304,0.9937328953934197,0.1504105105579281,0.003200223628892087,0.9213242135416667,373248
baseline_visible,magnetic,0.16,4,2304,0.9963344661922684,0.08797281138555901,0.0018717619443735915,0.9548596822916667,373248
baseline_visible,magnetic,0.16,8,2304,0.9999305989583334,0.001665625000000115,3.5438829787234125e-05,0.9991666666666666,373248
baseline_visible,magnetic,0.16,16,2304,1.0,0.0,0.0,1.0,373248
baseline_visible,magnetic,0.16,32,2304,1.0,0.0,0.0,1.0,373248
baseline_visible,magnetic,0.16,64,2304,1.0,0.0,0.0,1.0,373248
baseline_visible,needle,0.02,1,2916,0.9945021124380004,0.14844296417399105,0.0028008106447922733,0.9223521896064816,373248
baseline_visible,needle,0.02,2,2916,0.9998152386407024,0.004988556701032931,9.412371134023233e-05,0.9975020827546295,373248
baseline_visible,needle,0.02,4,2916,1.0,0.0,0.0,1.0,373248
baseline_visible,needle,0.02,8,2916,1.0,0.0,0.0,1.0,373248
baseline_visible,needle,0.02,16,2916,1.0,0.0,0.0,1.0,373248
baseline_visible,needle,0.02,32,2916,1.0,0.0,0.0,1.0,373248
baseline_visible,needle,0.02,64,2916,1.0,0.0,0.0,1.0,373248
baseline_visible,needle,0.08,1,2916,0.9821954590617211,0.4807226053335302,0.0090702378364817,0.7130563324382716,373248
baseline_visible,needle,0.08,2,2916,0.9983100206197832,0.045629443265852276,0.0008609328918085321,0.9768659177083334,373248
baseline_visible,needle,0.08,4,2916,0.9993874907425003,0.016537749952491243,0.00031203301797153076,0.9916916354296876,373248
baseline_visible,needle,0.08,8,2916,1.0,0.0,0.0,1.0,373248
baseline_visible,needle,0.08,16,2916,1.0,0.0,0.0,1.0,373248
baseline_visible,needle,0.08,32,2916,1.0,0.0,0.0,1.0,373248
baseline_visible,needle,0.08,64,2916,1.0,0.0,0.0,1.0,373248
baseline_visible,needle,0.16,1,2916,0.9734310430059248,0.7173618388400332,0.013535129034717609,0.5098287216073496,373248
baseline_visible,needle,0.16,2,2916,0.9926581173185702,0.19823083239860495,0.0037402043848793385,0.8944390857682291,373248
baseline_visible,needle,0.16,4,2916,0.9954162329068403,0.12376171151531323,0.0023351266323643886,0.9357678787500001,373248
baseline_visible,needle,0.16,8,2916,0.9995703757423104,0.011599854957619393,0.00021886518787959808,0.9941770758121141,373248
baseline_visible,needle,0.16,16,2916,1.0,0.0,0.0,1.0,373248
baseline_visible,needle,0.16,32,2916,1.0,0.0,0.0,1.0,373248
baseline_visible,needle,0.16,64,2916,1.0,0.0,0.0,1.0,373248
baseline_visible,clamp,0.02,1,186624,0.9990806554209213,0.19857842908101486,0.00046073881457311906,0.8947342963149018,373248
baseline_visible,clamp,0.02,2,186624,0.9999769048300878,0.004988556701032931,1.1574377496594694e-05,0.9975020827546295,373248
baseline_visible,clamp,0.02,4,186624,1.0,0.0,0.0,1.0,373248
baseline_visible,clamp,0.02,8,186624,1.0,0.0,0.0,1.0,373248
baseline_visible,clamp,0.02,16,186624,1.0,0.0,0.0,1.0,373248
baseline_visible,clamp,0.02,32,186624,1.0,0.0,0.0,1.0,373248
baseline_visible,clamp,0.02,64,186624,1.0,0.0,0.0,1.0,373248
baseline_visible,clamp,0.08,1,186624,0.9974282320564245,0.5555018758123298,0.0012888674612815067,0.661452132973251,373248
baseline_visible,clamp,0.08,2,186624,0.9998034359533146,0.04245783408406001,9.851005587948979e-05,0.9785186544430556,373248
baseline_visible,clamp,0.08,4,186624,0.9999007110489985,0.021446413416343568,4.975965989870883e-05,0.9892130955902345,373248
baseline_visible,clamp,0.08,8,186624,1.0,0.0,0.0,1.0,373248
baseline_visible,clamp,0.08,16,186624,1.0,0.0,0.0,1.0,373248
baseline_visible,clamp,0.08,32,186624,1.0,0.0,0.0,1.0,373248
baseline_visible,clamp,0.08,64,186624,1.0,0.0,0.0,1.0,373248
baseline_visible,clamp,0.16,1,186624,0.9963058041760261,0.7979462979783805,0.0018513835219916017,0.4337897765014146,373248
baseline_visible,clamp,0.16,2,186624,0.99891518715477,0.23431957456969377,0.0005436649061941849,0.8743373184595232,373248
baseline_visible,clamp,0.16,4,186624,0.9993060708739984,0.14988869121636783,0.0003477695851887873,0.9217320191891604,373248
baseline_visible,clamp,0.16,8,186624,0.9999769048300878,0.004988556701032931,1.1574377496594694e-05,0.9975020827546295,373248
baseline_visible,clamp,0.16,16,186624,1.0,0.0,0.0,1.0,373248
baseline_visible,clamp,0.16,32,186624,1.0,0.0,0.0,1.0,373248
baseline_visible,clamp,0.16,64,186624,1.0,0.0,0.0,1.0,373248
hidden_single,pinch,0.02,1,104976,0.9955526587835413,0.7204692770663021,0.002230555037356971,0.30510973446373457,373248
hidden_single,pinch,0.02,2,104976,0.9958745091425905,0.6683295189003442,0.0020691316374623647,0.33250069425154316,373248
hidden_single,pinch,0.02,4,104976,0.9958847736625513,0.6666666666666666,0.002063983488132095,0.3333333333333333,373248
hidden_single,pinch,0.02,8,104976,0.9958847736625513,0.6666666666666666,0.002063983488132095,0.3333333333333333,373248
hidden_single,pinch,0.02,16,104976,0.9958847736625513,0.6666666666666666,0.002063983488132095,0.3333333333333333,373248
hidden_single,pinch,0.02,32,104976,0.9958847736625513,0.6666666666666666,0.002063983488132095,0.3333333333333333,373248
hidden_single,pinch,0.02,64,104976,0.9958847736625513,0.6666666666666666,0.002063983488132095,0.3333333333333333,373248
hidden_single,pinch,0.08,1,104976,0.994912625998559,0.8241545882334491,0.002551562192673216,0.24052804835390945,373248
hidden_single,pinch,0.08,2,104976,0.9958106054460028,0.6786819177475556,0.002101182407887169,0.3272637640277778,373248
hidden_single,pinch,0.08,4,104976,0.9958473717952916,0.6727257691627713,0.002082742319389385,0.330288178828125,373248
hidden_single,pinch,0.08,8,104976,0.9958847736625513,0.6666666666666666,0.002063983488132095,0.3333333333333333,373248
hidden_single,pinch,0.08,16,104976,0.9958847736625513,0.6666666666666666,0.002063983488132095,0.3333333333333333,373248
hidden_single,pinch,0.08,32,104976,0.9958847736625513,0.6666666666666666,0.002063983488132095,0.3333333333333333,373248
hidden_single,pinch,0.08,64,104976,0.9958847736625513,0.6666666666666666,0.002063983488132095,0.3333333333333333,373248
hidden_single,pinch,0.16,1,104976,0.9944008585511022,0.9070609147214318,0.002808238126072545,0.17078337657536005,373248
hidden_single,pinch,0.16,2,104976,0.9954925518766371,0.7302065959847759,0.0022607015355565825,0.29968716999469514,373248
hidden_single,pinch,0.16,4,104976,0.9956268709240035,0.7084469103114279,0.0021933340876514784,0.3116591780859375,373248
hidden_single,pinch,0.16,8,104976,0.9958745091425905,0.6683295189003442,0.0020691316374623647,0.33250069425154316,373248
hidden_single,pinch,0.16,16,104976,0.9958847736625513,0.6666666666666666,0.002063983488132095,0.3333333333333333,373248
hidden_single,pinch,0.16,32,104976,0.9958847736625513,0.6666666666666666,0.002063983488132095,0.3333333333333333,373248
hidden_single,pinch,0.16,64,104976,0.9958847736625513,0.6666666666666666,0.002063983488132095,0.3333333333333333,373248
hidden_single,suction,0.02,1,82944,0.995019775246256,0.7171523645391433,0.002498788726617224,0.3069271867881944,373248
hidden_single,suction,0.02,2,82944,0.9953665147569444,0.6672218750000001,0.0023248148954703833,0.33305555555555555,373248
hidden_single,suction,0.02,4,82944,0.9953703703703705,0.6666666666666666,0.0023228803716608595,0.3333333333333333,373248
hidden_single,suction,0.02,8,82944,0.9953703703703705,0.6666666666666666,0.0023228803716608595,0.3333333333333333,373248
hidden_single,suction,0.02,16,82944,0.9953703703703705,0.6666666666666666,0.0023228803716608595,0.3333333333333333,373248
hidden_single,suction,0.02,32,82944,0.9953703703703705,0.6666666666666666,0.0023228803716608595,0.3333333333333333,373248
hidden_single,suction,0.02,64,82944,0.9953703703703705,0.6666666666666666,0.0023228803716608595,0.3333333333333333,373248
hidden_single,suction,0.08,1,82944,0.9942216341901806,0.8320846766139927,0.0028992497442996245,0.23426555426954732,373248
hidden_single,suction,0.08,2,82944,0.9952795462663195,0.679745337649996,0.002368450653832739,0.32671374706790124,373248
hidden_single,suction,0.08,4,82944,0.9953396954386895,0.6710838568287198,0.0023382712781488493,0.33111642978587963,373248
hidden_single,suction,0.08,8,82944,0.9953703703703705,0.6666666666666666,0.0023228803716608595,0.3333333333333333,373248
hidden_single,suction,0.08,16,82944,0.9953703703703705,0.6666666666666666,0.0023228803716608595,0.3333333333333333,373248
hidden_single,suction,0.08,32,82944,0.9953703703703705,0.6666666666666666,0.0023228803716608595,0.3333333333333333,373248
hidden_single,suction,0.08,64,82944,0.9953703703703705,0.6666666666666666,0.0023228803716608595,0.3333333333333333,373248
hidden_single,suction,0.16,1,82944,0.9937050763442762,0.9064690064242326,0.0031584285938126575,0.17027793503086422,373248
hidden_single,suction,0.16,2,82944,0.9948985206722796,0.7346130231917387,0.0025596272585078008,0.2971270588671875,373248
hidden_single,suction,0.16,4,82944,0.9951111822683298,0.703989753360516,0.002452925969897268,0.3140427399537037,373248
hidden_single,suction,0.16,8,82944,0.9953511597169175,0.6694330007638889,0.0023325191664246995,0.33194537037037036,373248
hidden_single,suction,0.16,16,82944,0.9953703703703705,0.6666666666666666,0.0023228803716608595,0.3333333333333333,373248
hidden_single,suction,0.16,32,82944,0.9953703703703705,0.6666666666666666,0.0023228803716608595,0.3333333333333333,373248
hidden_single,suction,0.16,64,82944,0.9953703703703705,0.6666666666666666,0.0023228803716608595,0.3333333333333333,373248
hidden_single,enveloping,0.02,1,11664,0.9868884718439508,0.7080225204266568,0.006617032901183707,0.311866849537037,373248
hidden_single,enveloping,0.02,2,11664,0.987633774841399,0.6677761585644532,0.006240898678172458,0.3327780092592592,373248
hidden_single,enveloping,0.02,4,11664,0.9876543209876543,0.6666666666666666,0.006230529595015578,0.3333333333333333,373248
hidden_single,enveloping,0.02,8,11664,0.9876543209876543,0.6666666666666666,0.006230529595015578,0.3333333333333333,373248
hidden_single,enveloping,0.02,16,11664,0.9876543209876543,0.6666666666666666,0.006230529595015578,0.3333333333333333,373248
hidden_single,enveloping,0.02,32,11664,0.9876543209876543,0.6666666666666666,0.006230529595015578,0.3333333333333333,373248
hidden_single,enveloping,0.02,64,11664,0.9876543209876543,0.6666666666666666,0.006230529595015578,0.3333333333333333,373248
hidden_single,enveloping,0.08,1,11664,0.9852879805531899,0.7944490501277435,0.0074247574778293765,0.26049969135802464,373248
hidden_single,enveloping,0.08,2,11664,0.9874916930709685,0.6754485741677013,0.006312603496894407,0.32890830555555556,373248
hidden_single,enveloping,0.08,4,11664,0.9875725134422538,0.671084274118293,0.006271815645965355,0.33111596875000004,373248
hidden_single,enveloping,0.08,8,11664,0.9876543209876543,0.6666666666666666,0.006230529595015578,0.3333333333333333,373248
hidden_single,enveloping,0.08,16,11664,0.9876543209876543,0.6666666666666666,0.006230529595015578,0.3333333333333333,373248
hidden_single,enveloping,0.08,32,11664,0.9876543209876543,0.6666666666666666,0.006230529595015578,0.3333333333333333,373248
hidden_single,enveloping,0.08,64,11664,0.9876543209876543,0.6666666666666666,0.006230529595015578,0.3333333333333333,373248
hidden_single,enveloping,0.16,1,11664,0.9838478396109559,0.8722166610083778,0.00815155757951755,0.2019113811728395,373248
hidden_single,enveloping,0.16,2,11664,0.986744299599102,0.7158078216484849,0.006689792725686777,0.30763439178240737,373248
hidden_single,enveloping,0.16,4,11664,0.9870737740525999,0.6980162011596065,0.006523515898687909,0.31721035937500003,373248
hidden_single,enveloping,0.16,8,11664,0.987633774841399,0.6677761585644532,0.006240898678172458,0.3327780092592592,373248
hidden_single,enveloping,0.16,16,11664,0.9876543209876543,0.6666666666666666,0.006230529595015578,0.3333333333333333,373248
hidden_single,enveloping,0.16,32,11664,0.9876543209876543,0.6666666666666666,0.006230529595015578,0.3333333333333333,373248
hidden_single,enveloping,0.16,64,11664,0.9876543209876543,0.6666666666666666,0.006230529595015578,0.3333333333333333,373248
hidden_single,spatula,0.02,1,46656,0.9933643476393699,0.7166504549480491,0.003333257929990925,0.3071888467939815,373248
hidden_single,spatula,0.02,2,46656,0.9938168874206994,0.6677761585644532,0.003105935621230014,0.3327780092592592,373248
hidden_single,spatula,0.02,4,46656,0.9938271604938271,0.6666666666666666,0.0031007751937984504,0.3333333333333333,373248
hidden_single,spatula,0.02,8,46656,0.9938271604938271,0.6666666666666666,0.0031007751937984504,0.3333333333333333,373248
hidden_single,spatula,0.02,16,46656,0.9938271604938271,0.6666666666666666,0.0031007751937984504,0.3333333333333333,373248
hidden_single,spatula,0.02,32,46656,0.9938271604938271,0.6666666666666666,0.0031007751937984504,0.3333333333333333,373248
hidden_single,spatula,0.02,64,46656,0.9938271604938271,0.6666666666666666,0.0031007751937984504,0.3333333333333333,373248
hidden_single,spatula,0.08,1,46656,0.9923192985491804,0.8295157566885201,0.003858212821807069,0.23596930375514402,373248
hidden_single,spatula,0.08,2,46656,0.9936961788147101,0.6808126880113184,0.00316657064191311,0.3261674030092593,373248
hidden_single,spatula,0.08,4,46656,0.993781185091043,0.6716320101673654,0.0031238698147319317,0.3308400387760417,373248
hidden_single,spatula,0.08,8,46656,0.9938271604938271,0.6666666666666666,0.0031007751937984504,0.3333333333333333,373248
hidden_single,spatula,0.08,16,46656,0.9938271604938271,0.6666666666666666,0.0031007751937984504,0.3333333333333333,373248
hidden_single,spatula,0.08,32,46656,0.9938271604938271,0.6666666666666666,0.0031007751937984504,0.3333333333333333,373248
hidden_single,spatula,0.08,64,46656,0.9938271604938271,0.6666666666666666,0.0031007751937984504,0.3333333333333333,373248
hidden_single,spatula,0.16,1,46656,0.991609918871435,0.9061287618850169,0.004214552380860544,0.17011033863811725,373248
hidden_single,spatula,0.16,2,46656,0.9932066670623652,0.7336799572645658,0.003412464917509609,0.2976362740494791,373248
hidden_single,spatula,0.16,4,46656,0.9934633173106977,0.7059617304446514,0.003283542932300703,0.3129808879166667,373248
hidden_single,spatula,0.16,8,46656,0.9937964481349815,0.6699836014219915,0.003116202797311587,0.331668749228395,373248
hidden_single,spatula,0.16,16,46656,0.9938271604938271,0.6666666666666666,0.0031007751937984504,0.3333333333333333,373248
hidden_single,spatula,0.16,32,46656,0.9938271604938271,0.6666666666666666,0.0031007751937984504,0.3333333333333333,373248
hidden_single,spatula,0.16,64,46656,0.9938271604938271,0.6666666666666666,0.0031007751937984504,0.3333333333333333,373248
hidden_single,magnetic,0.02,1,20736,0.9901591706519435,0.7085397130600684,0.004954823168252227,0.3116012048611111,373248
hidden_single,magnetic,0.02,2,20736,0.990733029513889,0.6672218750000001,0.0046658872377622375,0.33305555555555555,373248
hidden_single,magnetic,0.02,4,20736,0.9907407407407407,0.6666666666666666,0.004662004662004662,0.3333333333333333,373248
hidden_single,magnetic,0.02,8,20736,0.9907407407407407,0.6666666666666666,0.004662004662004662,0.3333333333333333,373248
hidden_single,magnetic,0.02,16,20736,0.9907407407407407,0.6666666666666666,0.004662004662004662,0.3333333333333333,373248
hidden_single,magnetic,0.02,32,20736,0.9907407407407407,0.6666666666666666,0.004662004662004662,0.3333333333333333,373248
hidden_single,magnetic,0.02,64,20736,0.9907407407407407,0.6666666666666666,0.004662004662004662,0.3333333333333333,373248
hidden_single,magnetic,0.08,1,20736,0.9889229671080904,0.7975463682174974,0.005577247330192287,0.2586188271604938,373248
hidden_single,magnetic,0.08,2,20736,0.9906338432442845,0.6743632864115199,0.004715827177702935,0.32945924074074073,373248
hidden_single,magnetic,0.08,4,20736,0.9906870110218136,0.6705352064294267,0.004689057387618369,0.3313925902777778,373248
hidden_single,magnetic,0.08,8,20736,0.9907407407407407,0.6666666666666666,0.004662004662004662,0.3333333333333333,373248
hidden_single,magnetic,0.08,16,20736,0.9907407407407407,0.6666666666666666,0.004662004662004662,0.3333333333333333,373248
hidden_single,magnetic,0.08,32,20736,0.9907407407407407,0.6666666666666666,0.004662004662004662,0.3333333333333333,373248
hidden_single,magnetic,0.08,64,20736,0.9907407407407407,0.6666666666666666,0.004662004662004662,0.3333333333333333,373248
hidden_single,magnetic,0.16,1,20736,0.9878794469037109,0.8726798229328151,0.006102656104425281,0.20211030864197532,373248
hidden_single,magnetic,0.16,2,20736,0.990044395784454,0.7168035035193093,0.005012611912722443,0.30710807118055555,373248
hidden_single,magnetic,0.16,4,20736,0.9903334592065484,0.6959909371285196,0.004867069490409227,0.3182865607638889,373248
hidden_single,magnetic,0.16,8,20736,0.990733029513889,0.6672218750000001,0.0046658872377622375,0.33305555555555555,373248
hidden_single,magnetic,0.16,16,20736,0.9907407407407407,0.6666666666666666,0.004662004662004662,0.3333333333333333,373248
hidden_single,magnetic,0.16,32,20736,0.9907407407407407,0.6666666666666666,0.004662004662004662,0.3333333333333333,373248
hidden_single,magnetic,0.16,64,20736,0.9907407407407407,0.6666666666666666,0.004662004662004662,0.3333333333333333,373248
hidden_single,needle,0.02,1,26244,0.9911586709293252,0.7161476547246637,0.004448122079035175,0.30745072986882716,373248
hidden_single,needle,0.02,2,26244,0.9917490182851809,0.6683295189003442,0.004151115024225738,0.33250069425154316,373248
hidden_single,needle,0.02,4,26244,0.9917695473251029,0.6666666666666666,0.004140786749482402,0.3333333333333333,373248
hidden_single,needle,0.02,8,26244,0.9917695473251029,0.6666666666666666,0.004140786749482402,0.3333333333333333,373248
hidden_single,needle,0.02,16,26244,0.9917695473251029,0.6666666666666666,0.004140786749482402,0.3333333333333333,373248
hidden_single,needle,0.02,32,26244,0.9917695473251029,0.6666666666666666,0.004140786749482402,0.3333333333333333,373248
hidden_single,needle,0.02,64,26244,0.9917695473251029,0.6666666666666666,0.004140786749482402,0.3333333333333333,373248
hidden_single,needle,0.08,1,26244,0.9897912649986274,0.8269075351111768,0.0051360716466532725,0.23768544414609052,373248
hidden_single,needle,0.08,2,26244,0.9915817718384121,0.6818764810886173,0.004235257646513152,0.3256219725694445,373248
hidden_single,needle,0.08,4,26244,0.9917014907409363,0.6721792499841637,0.004175026397417165,0.33056387847656254,373248
hidden_single,needle,0.08,8,26244,0.9917695473251029,0.6666666666666666,0.004140786749482402,0.3333333333333333,373248
hidden_single,needle,0.08,16,26244,0.9917695473251029,0.6666666666666666,0.004140786749482402,0.3333333333333333,373248
